id,img,x1,y1,x2,y2,result,my_result
275,00065acfe744d7b2.jpg,950,505,1023,675,37230,
276,00065acfe744d7b2.jpg,543,359,738,492,77805,
277,00065acfe744d7b2.jpg,736,430,906,594,83640,
278,00065acfe744d7b2.jpg,990,462,1023,506,4356,
279,00065acfe744d7b2.jpg,392,327,557,440,55935,
280,00065acfe744d7b2.jpg,649,375,875,527,103056,
281,00065acfe744d7b2.jpg,768,319,881,371,17628,
282,00065acfe744d7b2.jpg,555,420,647,493,20148,
283,00065acfe744d7b2.jpg,546,294,655,331,12099,
284,00065acfe744d7b2.jpg,373,334,425,408,11544,
285,00065acfe744d7b2.jpg,493,281,546,342,9699,
286,00065acfe744d7b2.jpg,482,391,600,456,23010,
287,00065acfe744d7b2.jpg,653,436,748,530,26790,
288,00065acfe744d7b2.jpg,410,352,539,418,25542,
289,00065acfe744d7b2.jpg,955,507,1023,677,34680,
290,00065acfe744d7b2.jpg,808,322,862,362,6480,
291,00065acfe744d7b2.jpg,731,326,836,371,14175,
292,00065acfe744d7b2.jpg,768,446,914,580,58692,
293,000667b7ed2c38f8.jpg,24,0,510,740,1078920,
294,000667b7ed2c38f8.jpg,23,0,510,740,1081140,
295,00068819abe4b1f5.jpg,221,490,314,553,17577,
296,00068819abe4b1f5.jpg,109,481,239,542,23790,
297,00068819abe4b1f5.jpg,198,426,335,467,16851,
298,00068819abe4b1f5.jpg,292,483,388,583,28800,
299,00068819abe4b1f5.jpg,211,442,334,484,15498,
300,00068819abe4b1f5.jpg,396,382,504,460,25272,
301,00068819abe4b1f5.jpg,159,536,219,563,4860,
302,00069ccfa32b7d8d.jpg,18,90,972,656,1619892,
303,00069ccfa32b7d8d.jpg,14,81,973,712,1815387,
304,00069ccfa32b7d8d.jpg,19,93,968,649,1582932,
305,00069ccfa32b7d8d.jpg,15,59,472,437,518238,
306,00069ccfa32b7d8d.jpg,462,218,657,340,71370,
307,00069ccfa32b7d8d.jpg,641,90,963,487,383502,
308,00069ccfa32b7d8d.jpg,161,151,653,673,770472,
309,00069ccfa32b7d8d.jpg,189,249,449,503,198120,
310,0006a9541fff09d5.jpg,4,0,1018,762,2318004,
311,0006bce593ba9aa7.jpg,694,566,833,730,68388,
312,0006bce593ba9aa7.jpg,618,427,706,650,58872,
313,0006bce593ba9aa7.jpg,868,359,933,513,30030,
314,0006cd41670bae48.jpg,0,0,1023,766,2350854,
315,0006e2ef92e0ed4a.jpg,368,275,468,360,25500,
316,0006e2ef92e0ed4a.jpg,506,306,591,363,14535,
317,0006e2ef92e0ed4a.jpg,512,377,852,574,200940,
318,0006e2ef92e0ed4a.jpg,685,420,810,509,33375,
319,0006e79d467197b9.jpg,157,16,731,767,1293222,
320,0006e79d467197b9.jpg,565,138,967,767,758574,
321,000747cad5f15105.jpg,264,631,284,671,2400,
322,0007786c9352aac1.jpg,183,340,1004,660,788160,
323,0007786c9352aac1.jpg,132,69,998,341,706656,
324,0007786c9352aac1.jpg,0,331,387,664,386613,
325,000784072165394b.jpg,348,354,457,508,50358,
326,000784072165394b.jpg,425,273,573,466,85692,
327,000784072165394b.jpg,136,421,291,581,74400,
328,000784072165394b.jpg,394,562,596,681,72114,
329,000784072165394b.jpg,109,553,280,681,65664,
330,000784072165394b.jpg,216,383,349,485,40698,
331,0007a9c8ab376be9.jpg,657,209,922,433,178080,
332,0007a9c8ab376be9.jpg,623,0,968,216,223560,
333,0007a9c8ab376be9.jpg,541,294,842,522,205884,
334,0007a9c8ab376be9.jpg,67,325,437,659,370740,
335,0007a9c8ab376be9.jpg,148,188,248,271,24900,
336,0007a9c8ab376be9.jpg,627,1,966,214,216621,
337,0007a9c8ab376be9.jpg,79,328,442,637,336501,
338,0007a9c8ab376be9.jpg,664,223,924,422,155220,
339,0007b737e22cd0e8.jpg,445,390,977,568,284088,
340,0007b737e22cd0e8.jpg,0,0,1023,767,2353923,
341,0007b737e22cd0e8.jpg,0,0,1023,767,2353923,
342,0007b8c30150e834.jpg,89,10,819,682,1471680,
343,0007b8c30150e834.jpg,536,213,823,459,211806,
344,0007ba1aebae9661.jpg,256,169,791,625,731880,
345,0007da0d5e434ee2.jpg,669,289,730,326,6771,
346,0007da0d5e434ee2.jpg,532,394,607,440,10350,
347,0007da0d5e434ee2.jpg,615,281,632,293,612,
348,0007da0d5e434ee2.jpg,316,364,392,408,10032,
349,0007da0d5e434ee2.jpg,512,344,654,364,8520,
350,0007da0d5e434ee2.jpg,257,362,298,394,3936,
351,0007da0d5e434ee2.jpg,691,323,848,367,20724,
352,0007da0d5e434ee2.jpg,637,285,648,296,363,
353,0007da0d5e434ee2.jpg,772,227,868,268,11808,
354,0007da0d5e434ee2.jpg,216,359,264,397,5472,
355,0007f2c11800286e.jpg,462,0,937,683,973275,
356,00080e6b8287522d.jpg,294,276,786,827,813276,
357,0008276a14f37123.jpg,58,53,174,129,26448,
358,0008276a14f37123.jpg,92,103,122,152,4410,
359,0008276a14f37123.jpg,0,0,1023,682,2093058,
360,0008276a14f37123.jpg,488,423,577,443,5340,
361,000837621efdbfce.jpg,0,255,767,1000,1714245,
362,000850d086c4c034.jpg,595,473,1023,574,129684,
363,000850d086c4c034.jpg,88,484,202,574,30780,
364,000890d4d5c566a8.jpg,336,283,668,654,369516,
365,000890f47cf31a16.jpg,415,632,447,666,3264,
366,000890f47cf31a16.jpg,373,649,425,683,5304,
367,000890f47cf31a16.jpg,564,244,986,847,763398,
368,000890f47cf31a16.jpg,561,253,986,835,742050,
369,00089480311a6391.jpg,565,222,831,496,218652,
370,00089480311a6391.jpg,342,404,710,767,400752,
371,00089480311a6391.jpg,358,42,696,372,334620,
372,00089480311a6391.jpg,163,191,498,521,331650,
373,00089e167aa9c29e.jpg,561,726,641,756,7200,
374,00089e167aa9c29e.jpg,191,678,226,757,8295,
375,00089e167aa9c29e.jpg,103,534,230,590,21336,
376,00089e167aa9c29e.jpg,467,69,576,247,58206,
377,00089e167aa9c29e.jpg,272,591,333,640,8967,
378,00089e167aa9c29e.jpg,88,648,138,715,10050,
379,00089e167aa9c29e.jpg,791,12,910,202,67830,
380,00089e167aa9c29e.jpg,383,682,517,748,26532,
381,00089e167aa9c29e.jpg,742,581,782,616,4200,
382,00089e167aa9c29e.jpg,684,571,1020,726,156240,
383,00089e167aa9c29e.jpg,468,311,581,451,47460,
384,00089e167aa9c29e.jpg,785,286,922,476,78090,
385,0008a9a07340da61.jpg,0,0,620,1005,1869300,
386,0008b0e6c7081136.jpg,524,125,851,751,614106,
387,0008f6b6eb34b0fe.jpg,131,94,685,374,465360,
388,0008f6b6eb34b0fe.jpg,661,175,1023,374,216114,
389,00091ff4ef20390c.jpg,459,427,657,593,98604,
390,00091ff4ef20390c.jpg,278,194,927,621,831369,
391,00097c09aca0cabf.jpg,268,101,416,335,103896,
392,00097c09aca0cabf.jpg,771,405,881,461,18480,
393,00097c09aca0cabf.jpg,813,12,978,172,79200,
394,0009a0aeb24d5fa8.jpg,136,37,852,664,1346796,
395,0009a3915cf532aa.jpg,225,86,863,527,844074,
396,0009c4db6ea55210.jpg,662,556,842,646,48600,
397,0009c4db6ea55210.jpg,173,483,596,631,187812,
398,0009c4db6ea55210.jpg,632,479,698,516,7326,
399,0009c4db6ea55210.jpg,458,452,507,471,2793,
400,0009c4db6ea55210.jpg,157,451,228,507,11928,
401,0009d6b2e2f0c698.jpg,309,481,416,568,27927,
402,0009d6b2e2f0c698.jpg,487,474,541,520,7452,
403,0009d6b2e2f0c698.jpg,621,547,767,589,18396,
404,0009d6b2e2f0c698.jpg,425,315,487,345,5580,
405,0009d6b2e2f0c698.jpg,362,327,451,360,8811,
406,0009d6b2e2f0c698.jpg,506,523,591,614,23205,
407,0009d6b2e2f0c698.jpg,304,549,410,657,34344,
408,0009d6b2e2f0c698.jpg,649,595,729,621,6240,
409,0009d6b2e2f0c698.jpg,402,487,469,552,13065,
410,0009d6b2e2f0c698.jpg,248,482,598,651,177450,
411,0009d6b2e2f0c698.jpg,670,551,710,571,2400,
412,0009e54760e08784.jpg,25,409,104,611,47874,
413,0009e54760e08784.jpg,867,350,944,564,49434,
414,0009e57c20c24d4a.jpg,246,216,666,883,840420,
415,000a0c9bcf87532e.jpg,289,548,343,584,5832,
416,000a0c9bcf87532e.jpg,474,443,525,463,3060,
417,000a1bde7566ed4d.jpg,840,431,884,557,16632,
418,000a1bde7566ed4d.jpg,645,598,718,680,17958,
419,000a1bde7566ed4d.jpg,801,316,841,420,12480,
420,000a1bde7566ed4d.jpg,715,274,745,368,8460,
421,000a1bde7566ed4d.jpg,738,246,762,324,5616,
422,000a1bde7566ed4d.jpg,631,547,762,638,35763,
423,000a1bde7566ed4d.jpg,781,423,856,471,10800,
424,000a1bde7566ed4d.jpg,479,537,520,566,3567,
425,000a1bde7566ed4d.jpg,470,455,526,472,2856,
426,000a1bde7566ed4d.jpg,876,604,951,667,14175,
427,000a1bde7566ed4d.jpg,886,287,1016,378,35490,
428,000a1bde7566ed4d.jpg,522,427,576,472,7290,
429,000a1bde7566ed4d.jpg,616,284,686,319,7350,
430,000a1bde7566ed4d.jpg,598,510,767,589,40053,
431,000a1bde7566ed4d.jpg,606,312,716,346,11220,
432,000a1bde7566ed4d.jpg,699,204,783,245,10332,
433,000a1bde7566ed4d.jpg,929,556,1023,614,16356,
434,000a1bde7566ed4d.jpg,799,603,879,666,15120,
435,000a1bde7566ed4d.jpg,588,346,674,382,9288,
436,000a1bde7566ed4d.jpg,853,220,957,259,12168,
437,000a42c09609c847.jpg,186,468,384,539,42174,
438,000a42c09609c847.jpg,106,618,379,682,52416,
439,000a42c09609c847.jpg,143,539,393,610,53250,
440,000a514fb1546570.jpg,347,690,422,766,17100,
441,000a5fa54328fad5.jpg,0,0,924,1023,2835756,
442,000a816392d086c4.jpg,311,152,759,1023,1170624,
443,000a816392d086c4.jpg,234,634,563,1023,383943,
444,000ab7bec71cc50a.jpg,70,259,768,613,741276,
445,000ab7bec71cc50a.jpg,499,295,982,606,450639,
446,000ab7bec71cc50a.jpg,388,127,694,399,249696,
447,000ab7bec71cc50a.jpg,407,134,684,377,201933,
448,000ab7bec71cc50a.jpg,671,370,844,509,72141,
449,000aee0af66d4237.jpg,0,387,560,767,638400,
450,000aee0af66d4237.jpg,253,441,813,692,421680,
451,000b50bdd1933a36.jpg,0,5,1023,767,2338578,
452,000b50bdd1933a36.jpg,184,18,1013,666,1611576,
453,000b567c26dd4e5d.jpg,347,19,791,466,595404,
454,000bf35c28badb0d.jpg,113,733,228,767,11730,
455,000bf35c28badb0d.jpg,68,637,282,768,84102,
456,000c172e9a038ca3.jpg,0,59,476,639,828240,
457,000c172e9a038ca3.jpg,426,64,1023,554,877590,
458,000c26b44a7b6a22.jpg,747,222,780,271,4851,
459,000c490ba1bf9479.jpg,87,234,779,566,689232,
460,000c5efb8f0d938f.jpg,174,72,236,220,27528,
461,000c5efb8f0d938f.jpg,325,64,365,168,12480,
462,000c5efb8f0d938f.jpg,843,648,902,696,8496,
463,000c5efb8f0d938f.jpg,118,58,194,218,36480,
464,000c5efb8f0d938f.jpg,766,0,824,119,20706,
465,000c5efb8f0d938f.jpg,896,0,934,114,12996,
466,000c5efb8f0d938f.jpg,585,26,662,163,31647,
467,000c5efb8f0d938f.jpg,495,29,547,147,18408,
468,000c5efb8f0d938f.jpg,362,58,420,195,23838,
469,000c5efb8f0d938f.jpg,351,68,387,180,12096,
470,000c5efb8f0d938f.jpg,735,635,799,705,13440,
471,000c5efb8f0d938f.jpg,60,54,130,206,31920,
472,000c5efb8f0d938f.jpg,850,0,921,98,20874,
473,000c5efb8f0d938f.jpg,644,19,695,142,18819,
474,000c5efb8f0d938f.jpg,741,9,819,152,33462,
475,000c5efb8f0d938f.jpg,409,78,444,195,12285,
476,000c5efb8f0d938f.jpg,10,43,70,206,29340,
477,000c5efb8f0d938f.jpg,873,619,920,648,4089,
478,000c5efb8f0d938f.jpg,535,25,600,147,23790,
479,000c5efb8f0d938f.jpg,464,69,500,177,11664,
480,000c5efb8f0d938f.jpg,655,0,746,134,36582,
481,000c5efb8f0d938f.jpg,422,59,467,184,16875,
482,000c929962080df0.jpg,266,517,376,616,32670,
483,000ca4a1855318b1.jpg,437,282,728,435,133569,
484,000ca4a1855318b1.jpg,457,368,508,414,7038,
485,000ca4a1855318b1.jpg,504,312,545,341,3567,
486,000ca4a1855318b1.jpg,600,355,673,375,4380,
487,000ca4a1855318b1.jpg,529,282,580,321,5967,
488,000ca4a1855318b1.jpg,604,292,651,320,3948,
489,000ca4a1855318b1.jpg,517,357,614,395,11058,
490,000ca4a1855318b1.jpg,492,379,559,427,9648,
491,000ca4a1855318b1.jpg,453,341,517,379,7296,
492,000ca4a1855318b1.jpg,107,217,170,254,6993,
493,000ca4a1855318b1.jpg,655,337,732,383,10626,
494,000ca4a1855318b1.jpg,593,386,665,439,11448,
495,000ca4a1855318b1.jpg,588,329,642,341,1944,
496,000ca4a1855318b1.jpg,175,245,252,273,6468,
497,000ca4a1855318b1.jpg,638,316,693,341,4125,
498,000ca4a1855318b1.jpg,40,241,122,282,10086,
499,000ca4a1855318b1.jpg,576,332,651,357,5625,
500,000ca4a1855318b1.jpg,513,317,575,355,7068,
501,000cbfe62595f06d.jpg,135,0,625,889,1306830,
502,000cc62f167d9fa4.jpg,225,69,874,660,1150677,
503,000ccb0dbe055c0f.jpg,111,106,933,673,1398222,
504,000cd56bb02e4edb.jpg,168,257,701,607,559650,
505,000cd56bb02e4edb.jpg,257,399,360,527,39552,
506,000cd56bb02e4edb.jpg,189,254,694,620,554490,
507,000cd56bb02e4edb.jpg,162,264,691,611,550689,
508,000d1976fc8ebfe7.jpg,250,191,278,200,756,
509,000d1976fc8ebfe7.jpg,100,321,157,373,8892,
510,000d1976fc8ebfe7.jpg,854,346,876,373,1782,
511,000d1976fc8ebfe7.jpg,766,301,810,332,4092,
512,000d1976fc8ebfe7.jpg,817,389,856,417,3276,
513,000d1976fc8ebfe7.jpg,775,334,806,372,3534,
514,000d1976fc8ebfe7.jpg,353,281,396,322,5289,
515,000d1976fc8ebfe7.jpg,301,293,345,313,2640,
516,000d1976fc8ebfe7.jpg,785,357,826,393,4428,
517,000d1976fc8ebfe7.jpg,447,270,490,305,4515,
518,000d1976fc8ebfe7.jpg,419,336,455,381,4860,
519,000d1976fc8ebfe7.jpg,433,458,463,480,1980,
520,000d1976fc8ebfe7.jpg,93,196,138,239,5805,
521,000d1976fc8ebfe7.jpg,333,574,393,621,8460,
522,000d1976fc8ebfe7.jpg,492,377,519,428,4131,
523,000d1976fc8ebfe7.jpg,360,510,415,572,10230,
524,000d1976fc8ebfe7.jpg,850,368,896,393,3450,
525,000d1976fc8ebfe7.jpg,3,436,42,486,5850,
526,000d1976fc8ebfe7.jpg,856,392,892,421,3132,
527,000d1976fc8ebfe7.jpg,132,364,185,412,7632,
528,000d1976fc8ebfe7.jpg,274,460,326,511,7956,
529,000d1976fc8ebfe7.jpg,459,411,506,451,5640,
530,000d1976fc8ebfe7.jpg,169,541,239,604,13230,
531,000d1976fc8ebfe7.jpg,259,287,299,326,4680,
532,000d1976fc8ebfe7.jpg,350,417,396,460,5934,
533,000d1976fc8ebfe7.jpg,69,161,110,200,4797,
534,000d1976fc8ebfe7.jpg,817,298,856,338,4680,
535,000d1976fc8ebfe7.jpg,59,613,136,668,12705,
536,000d1976fc8ebfe7.jpg,291,211,337,250,5382,
537,000d1976fc8ebfe7.jpg,392,273,443,322,7497,
538,000d1976fc8ebfe7.jpg,397,211,443,242,4278,
539,000d1976fc8ebfe7.jpg,86,377,153,431,10854,
540,000d1976fc8ebfe7.jpg,342,211,393,250,5967,
541,000d1976fc8ebfe7.jpg,39,334,109,408,15540,
542,000d1976fc8ebfe7.jpg,234,531,309,604,16425,
543,000d1976fc8ebfe7.jpg,330,381,374,415,4488,
544,000d1976fc8ebfe7.jpg,106,553,168,620,12462,
545,000d1976fc8ebfe7.jpg,15,187,83,222,7140,
546,000d1976fc8ebfe7.jpg,129,172,156,200,2268,
547,000d1976fc8ebfe7.jpg,199,212,236,238,2886,
548,000d1976fc8ebfe7.jpg,275,377,313,412,3990,
549,000d1976fc8ebfe7.jpg,299,523,365,585,12276,
550,000d1976fc8ebfe7.jpg,12,270,74,313,7998,
551,000d1976fc8ebfe7.jpg,140,606,207,661,11055,
552,000d1976fc8ebfe7.jpg,172,421,232,478,10260,
553,000d1976fc8ebfe7.jpg,34,561,106,624,13608,
554,000d1976fc8ebfe7.jpg,294,412,342,456,6336,
555,000d1976fc8ebfe7.jpg,330,326,380,385,8850,
556,000d1976fc8ebfe7.jpg,248,212,285,236,2664,
557,000d1976fc8ebfe7.jpg,0,496,55,566,11550,
558,000d1976fc8ebfe7.jpg,145,275,189,325,6600,
559,000d1976fc8ebfe7.jpg,216,376,264,424,6912,
560,000d1976fc8ebfe7.jpg,460,346,504,389,5676,
561,000d1976fc8ebfe7.jpg,0,617,61,677,10980,
562,000d1976fc8ebfe7.jpg,385,456,433,507,7344,
563,000d1976fc8ebfe7.jpg,204,462,268,523,11712,
564,000d1976fc8ebfe7.jpg,109,431,179,491,12600,
565,000d1976fc8ebfe7.jpg,59,487,129,566,16590,
566,000d1976fc8ebfe7.jpg,208,295,258,326,4650,
567,000d1976fc8ebfe7.jpg,313,239,372,278,6903,
568,000d1976fc8ebfe7.jpg,860,314,888,356,3528,
569,000d1976fc8ebfe7.jpg,45,314,89,350,4752,
570,000d1976fc8ebfe7.jpg,230,412,290,466,9720,
571,000d1976fc8ebfe7.jpg,211,191,236,207,1200,
572,000d1976fc8ebfe7.jpg,372,243,405,281,3762,
573,000d1976fc8ebfe7.jpg,227,317,274,373,7896,
